icao,callsign,count
48c22d,RYR71RJ,1
4ca7b6,RYR59JE,1
484558,KLM63W,1
4ca935,EIN605P,1
484161,KLM1145,1
4ca295,EIN60Y,2
485a32,KLM1135,1
4ca76f,EIN605P,1
4ca625,RYR71RJ,1
484558,KLM1135,1
4cad7d,EIN611,3
486836,KLM43Y,1
484b90,KLM1145,1
4ca640,EIN60Y,1
4ca216,EIN603,1
4d225e,RYR85GU,1
4ca2c9,EIN603,1
484f06,KLM1145,1
4ca293,EIN605P,1
484130,KLM63W,1
4cae4b,RYR12UM,1
484cb4,KLM43Y,1
4ca741,RYR5299,1
4ca5c8,EIN60Y,1
4cad0f,RYR71RJ,1
4cae60,RYR59JE,1
48418a,KLM1135,1
4ca737,RYR85GU,1
4ca703,RYR12UM,1
48c234,RYR85GU,1
486742,KLM43Y,2
4867c3,KLM1145,1
48415f,KLM1135,1
4ca293,EIN603,1
4ca836,EIN605P,1
4ca2c9,EIN60Y,1
4ca566,RYR59JE,1
4ca566,RYR71RJ,1
484bd1,KLM63W,1
4cadf0,RYR12UM,1
4ca566,RYR85GU,1
484b8f,KLM1135,1
4ca622,RYR59JE,1
4ca836,EIN603,1
4867c0,KLM1145,1
4ca251,RYR71RJ,1
484c54,KLM63W,1
4ca294,EIN605P,1
484130,KLM63J,1
3c4dd2,DLH8MM,1
4855d0,KLM47X,1
4855d0,KLM1849,1
3c64aa,DLH1HV,1
300394,DLA5KC,2
484131,KLM37J,1
3c4dc8,DLH4NH,1
484b8f,KLM83R,1
3c674e,DLH9WL,2
3c6597,DLH8MM,1
3c66a8,DLH9WL,1
3c66a8,DLH1HV,1
3c675a,DLH2EM,1
4852f5,KLM47X,1
484b8f,KLM37J,1
485874,KLM1849,1
3c4dd0,DLH4NH,1
48415f,KLM63J,2
3c6757,DLH1HV,1
3c65d2,DLH9WL,1
3c4dd2,DLH2EM,1
4852f5,KLM1849,1
3c49b7,BMW72,1
48415e,KLM83R,2
484cb4,KLM37J,1
3c4dc2,DLH8MM,1
48548e,KLM47X,1
484b90,KLM37J,1
3c66af,DLH1HV,1
3c644e,DLH2EM,1
484b8f,KLM63J,1
3c675a,DLH9WL,1
485871,KLM47X,1
3c644d,DLH8MM,1
484f06,KLM83R,1
3c66b0,DLH4NH,1
484cc3,KLM47X,1
4864ec,KLM1849,1
3c644c,DLH4NH,1
3c66a6,DLH1HV,1
484556,KLM37J,1
3c6582,DLH8MM,1
3c4dd0,DLH2EM,1
3474cb,BCS38L,1
485a34,KLM63J,1
3c6590,DLH8MM,1
3c65d1,DLH9WL,1
484b32,KLM37J,1
48415f,KLM1857,1
484c54,KLM1849,1
3c4439,DAAAY,4
3c6451,DLH4NH,1
3c66a3,DLH1HV,2
484cc2,KLM47X,2
3c4dcd,DLH8MM,1
485875,KLM1857,1
3c66a6,DLH4NH,1
4400ff,JVW119,5
486494,KLM83R,1
3c6750,DLH9WL,1
3c01c3,KLM1849,1
3c6451,DLH2EM,1
48415f,KLM37J,1
48548c,KLM1763,2
485779,KLM38M,1
485876,KLM21B,1
48548d,KLM1763,1
485778,KLM38M,2
484f80,KLM21B,1
485206,KLM38M,1
484c54,KLM21B,1
4852f5,KLM38M,1
4855d0,KLM21B,1
4855d0,KLM1763,1
4852f4,KLM21B,1
4853f4,KLM1763,1
4861d4,PHLGD,5
485874,KLM21B,1
4852f6,KLM21B,1
484cc2,KLM38M,1
484c50,KLM1761,1
4cabdb,SAS48D,1
4caf82,SAS554,2
4caf82,SAS62L,2
4ac9f3,SAS42R,1
48418d,KLM31K,1
484c24,KLM1271,1
4ab821,NSZ541B,1
440018,EJU7937,1
484166,KLM25J,1
486897,KLM55C,1
484fdf,KLM39F,1
4867c2,KLM79C,1
4864ed,KLM1271,1
45ac50,SAS42R,3
48455d,KLM55C,1
484558,KLM31K,1
486836,KLM79C,2
4acab2,SAS550,1
4cacbd,SAS48D,1
4867c1,KLM55C,1
484ee5,KLM39F,1
896615,UAE9746,1
486804,KLM1271,2
484162,KLM31K,1
484f06,KLM25J,1
4aca90,NSZ541B,1
4ac9f4,SAS550,1
440c38,EJU7935,1
486651,KLM79C,1
4cad41,SAS554,1
4cad41,SAS62L,1
4aca12,NSZ541B,1
484131,KLM31K,1
485a35,KLM39F,1
4caf24,SAS48D,2
486803,KLM1271,2
47ba78,SAS550,1
486742,KLM79C,1
484555,KLM25J,1
4cad91,SAS554,1
485a35,KLM55C,1
45ac54,SAS42R,1
4aca93,NSZ541B,1
896615,UAE9754,1
4867c4,KLM79C,1
4ac9e2,SAS550,1
4ca660,SAS48D,1
440172,EJU7937,2
484166,KLM31K,2
4cafcd,SAS62L,1
485a33,KLM39F,1
484966,KLM25J,1
4841a6,KLM55C,1
4ac9e4,SAS62L,1
486740,KLM39F,1
484c1b,KLM1271,1
4caf24,SAS42R,1
484558,KLM25J,1
4852f6,KLM55C,1
4ac9e9,SAS554,1
486651,KLM39F,1
484555,KLM31K,1
4aca50,NSZ541B,1
45ac30,SAS62L,1
4867c1,KLM79C,1
484c50,KLM95B,1
484fdf,KLM25J,1
4caf14,SAS48D,1
4866e0,TRA75X,1
4400b3,EJU7987,1
4854cf,TRA47Q,1
48663e,TRA47Q,2
48683f,TRA47Q,1
48683f,TRA75X,1
485009,TRA75X,1
4854c7,TRA47Q,1
440c35,EJU7987,1
4866de,TRA47Q,1
4866e0,TRA23N,1
4866ee,TRA75X,1
4868ba,TRA6731,1
4866ed,TRA23N,1
4868b9,TRA75X,1
485a32,KLM35G,1
4a08e9,ROT362C,1
4a08e6,ROT364Q,2
484557,KLM1377,1
4bca62,RHH004,1
484442,KLM1375,1
484f18,KLM1377,1
484ee4,KLM1375,2
4a08e7,ROT364Q,1
484131,KLM35G,1
4a08ec,ROT362C,3
48418c,KLM1377,1
485a33,KLM35G,2
484130,KLM1375,1
48418b,KLM1377,1
485a35,KLM35G,1
4a08ea,ROT364Q,1
485a34,KLM1377,2
4a08ea,ROT362C,1
48455a,KLM1375,1
4a08ec,ROT364Q,3
485a32,KLM1375,1
48455d,KLM1375,1
485a32,KLM1377,1
484ee5,KLM35G,1
4a08e6,ROT362C,1
502dac,BTI9UG,1
502ce5,BTI860,2
502ce5,BTI9UG,1
502d7a,BTI860,1
502d29,BTI9UG,2
502d7d,BTI860,1
502d7d,BTI9UG,1
502d95,BTI860,1
502d28,BTI860,1
502d44,BTI9UG,1
502d5d,BTI9UG,1
502d47,BTI860,1
3443d3,VLG1378,1
34768d,VLG3UX,2
48683e,TRA72U,1
485061,TRA43X,1
484c59,TRA72U,1
4867b0,TRA43X,2
4868b9,TRA43X,1
348204,VLG3UX,3
4867b0,TRA72U,1
48683e,TRA43X,1
485123,TRA72U,1
345108,VLG1378,2
4868ba,TRA72U,1
4854cf,TRA43X,1
486804,KLM1539,1
345108,VLG3UX,1
48663e,TRA69H,1
3451d3,VLG3UX,1
486494,KLM1539,1
485123,TRA43X,1
48683e,TRA1Z,1
4852f4,KLM87E,1
48548d,KLM67N,1
485207,KLM57T,1
3c01c3,KLM1827,3
485873,KLM67N,1
4864ed,KLM87E,1
3c1aeb,KLM1827,2
484f80,KLM67N,1
484f80,KLM87E,1
485814,KLM57T,1
48548c,KLM57T,1
484c50,KLM87E,1
4868ba,TRA091,1
485779,KLM67N,1
484bd1,KLM67N,1
484c53,KLM87E,1
484cc3,KLM51T,1
3c01c3,KLM87E,1
485874,KLM57T,1
484c51,KLM67N,1
485876,KLM57T,1
484bd1,KLM51T,1
486484,KLM87E,1
48520b,TRA1Z,1
398572,AFR83PH,6
398561,KLM47U,2
398560,KLM1451,6
398564,KLM47U,3
3e4719,PAV652,2
398569,KLM47U,2
39856d,KLM1451,1
4867b0,TRA1L,2
486492,KLM85G,1
344409,VLG51G,2
440d6f,EJU61RU,1
4854cb,TRA10V,1
4867eb,TRA1L,1
4864ed,KLM21X,2
486800,KLM85G,1
344409,VLG8352,2
486484,KLM21X,1
486954,KLM85G,1
4854cb,TRA80L,1
4867b0,TRA38M,1
440c38,EJU36BT,1
4866e0,TRA38M,1
4868e2,TRA38M,1
4400b3,EJU36BT,1
4867eb,TRA38M,1
48683e,TRA38M,1
440073,EJU36BT,1
4866ee,TRA64M,1
501c44,CTN4AS,4
48548e,KLM55F,1
486800,KLM55F,1
4868a6,KLM55A,2
486804,KLM55A,1
501c4a,CTN4AS,2
486483,KLM1659,1
484506,TRA2V,1
486804,KLM35C,2
48520b,TRA2V,1
486483,KLM45J,1
486953,KLM99L,1
4864ee,KLM41U,1
48683f,TRA39E,1
4866ed,TRA39E,1
486803,KLM45J,1
4864ea,KLM99L,1
486804,KLM41U,1
486495,KLM41U,3
4868e2,TRA62P,1
486800,KLM99L,1
484c53,KLM45J,1
4868a6,KLM99L,1
486840,TRA39E,1
48683e,TRA92P,1
486484,KLM99L,1
484c51,KLM45J,1
486800,KLM41U,1
486802,KLM45J,1
484130,KLM99L,1
485009,TRA39E,1
484b8f,KLM99L,1
4867b0,TRA62P,1
4864ed,KLM45J,1
4864ef,KLM71N,1
440018,EJU7953,1
484b90,KLM41F,1
4854cb,TRA51U,1
486800,KLM41F,1
486953,KLM99H,1
440c34,EJU86UM,1
484cb7,KLM41F,1
486495,KLM71N,1
4864ee,KLM99H,1
48597d,TRA4N,1
4853d4,TRA4N,3
4854cb,TRA4N,2
4853d4,TRA9N,1
440172,EJU7971,1
493282,NJE153N,1
4854cb,TRA1V,1
44056b,EJU7971,1
485009,TRA4N,1
485061,TRA1V,1
4867c3,KLM1301,1
4867c3,KLM1299,2
484b32,KLM87L,1
484160,KLM1291,1
484132,KLM59N,1
486492,KLM87L,3
484555,KLM59N,1
4864ea,KLM87L,1
486651,KLM1299,1
484166,KLM1291,1
484131,KLM1291,1
4867c2,KLM1299,1
486742,KLM1301,1
484b8f,KLM59N,2
486741,KLM1299,1
484c51,KLM87L,1
4867c4,KLM1301,1
484f06,KLM1291,1
484f06,KLM59N,1
4867c2,KLM1301,1
4868a6,KLM87L,1
484966,KLM1291,1
486897,KLM1299,1
4867c0,KLM1301,1
484b90,KLM1291,1
48455d,KLM1291,1
45cab5,CND518P,1
45a84a,SUS9111,1
485a33,KLM59N,1
486740,KLM1299,1
502ce7,BTI84D,1
502ce7,BTI8KY,2
502d3f,BTI8KY,1
502ce8,BTI84D,2
502d58,BTI8KY,1
502d96,BTI8KY,1
502d45,BTI84D,1
502cd0,BTI84D,1
502cd0,BTI8KY,1
502d46,BTI84D,1
48605c,LIFELN2,17
484b58,LIFELN1,2
484a91,ZXP01,2
4844c2,LIFELN1,5
490d06,NJE4PZ,1
485779,KLM51M,1
485874,KLM51M,1
484bd1,KLM51M,1
484c52,KLM51M,1
485814,KLM51M,1
485779,KLM1229,2
48418c,KLM45Q,1
48418b,KLM61D,2
485875,KLM73J,1
484c52,KLM1229,1
484558,KLM61D,1
4855d2,KLM1229,1
485874,KLM73J,1
485207,KLM73J,1
48415e,KLM61D,1
4841a6,KLM45Q,1
484f80,KLM73J,1
484161,KLM45Q,1
484161,KLM61D,1
484f06,KLM61D,1
48455d,KLM45Q,1
4864ec,KLM73J,1
3c1aeb,KLM73J,1
485064,KLM87R,1
486492,KLM1229,1
484132,KLM45Q,1
48548e,KLM1229,1
48418d,KLM45Q,1
48548d,KLM87R,1
4852f5,KLM73J,1
398564,KLM89F,2
398564,KLM89D,2
398564,KLM81J,2
398569,KLM81J,2
486492,KLM89F,1
398569,KLM89F,2
484cc2,KLM89D,1
398569,KLM89D,1
39856d,KLM89D,1
4853f4,KLM65B,2
398560,KLM81J,1
398560,KLM89F,1
398560,KLM89D,1
4864ed,KLM1225,1
4868a6,KLM23V,1
484cb4,KLM91Y,1
4acb01,NSZ2039,1
4ac9e7,SAS1556,1
4cad97,SAS72C,3
4ac9f8,SAS1558,1
4867c1,KLM63Y,1
484b90,KLM59U,1
4867c1,KLM1225,1
486742,KLM63Y,1
484966,KLM59U,1
3cc108,SFG55B,4
4ac9f3,SAS1556,2
48418a,KLM91Y,2
486804,KLM23V,1
48415e,KLM23A,1
4ac9ec,SAS1558,1
4867c3,KLM1225,1
486954,KLM23V,1
48418c,KLM59U,1
484130,KLM23A,2
4cac9f,SAS1558,2
484442,KLM91Y,1
4ac9f9,SAS72C,1
4867c4,KLM63Y,1
4cae8e,SAS1558,1
4acb04,NSZ2039,2
48418b,KLM63Y,1
484131,KLM23A,1
4ac9e5,SAS1556,1
486651,KLM1225,1
484555,KLM59U,1
484166,KLM91Y,1
48418c,KLM23A,1
4867c3,KLM63Y,1
47bb0a,SAS1556,1
486802,KLM23V,1
48418b,KLM59U,1
486836,KLM1225,1
484ee4,KLM91Y,1
4864ed,KLM59U,1
484166,KLM23A,1
4867c0,KLM63Y,1
4cafd8,SAS99L,1
4cac8a,SAS1558,1
4ac9e5,SAS72C,1
484ee5,KLM1225,1
486741,KLM63Y,1
486741,KLM59U,1
4cad93,SAS1556,1
4acb02,NSZ2039,1
4854ca,TRA55R,1
4952c1,TAP675,1
484ee5,KLM1579,1
484fdf,KLM35W,1
4952cc,TAP67U,1
4867eb,TRA55R,1
4952c4,TAP675,1
4866e0,TRA55R,1
484cb4,KLM97N,1
4952cf,TAP67U,1
484f18,KLM35W,2
495150,TAP669,1
485a35,KLM97N,1
486840,TRA55R,1
484b2a,TRA95L,1
49514a,TAP669,1
485a32,KLM1579,1
4952c3,TAP67U,2
4952c9,TAP675,1
4952c1,TAP669,1
485a33,KLM35W,2
485a33,KLM1579,1
4952ce,TAP675,1
4866ed,TRA95L,1
495308,TAP67U,1
485a34,KLM35W,1
4866ee,TRA95L,1
4952c8,TAP669,1
484cb4,KLM1579,1
484165,KLM97N,1
4952d0,TAP675,1
485871,KLM21A,1
485873,KLM21A,1
484c24,KLM21A,1
484c52,KLM21A,1
4852f5,KLM21A,1
48548d,KLM1335,1
4855d2,KLM21A,1
48548e,KLM1335,1
485064,KLM21A,1
44082b,AUA31J,1
44065b,AUA31S,1
48415e,KLM1905,1
440607,AUA30P,2
486740,KLM57C,1
4867c2,KLM59M,1
44029f,AUA312,1
440604,AUA31S,1
484cb4,KLM1905,1
4867c3,KLM57C,1
440820,AUA312,2
490d0a,NJE475F,1
486741,KLM59M,1
44004f,AUA30P,1
440609,AUA31J,1
484166,KLM1905,2
44029f,AUA30P,1
44001c,AUA312,1
44022d,AUA31S,1
486897,KLM57C,2
44065b,AUA31J,1
440607,AUA31S,1
440668,AUA30P,1
485a33,KLM1905,1
4867c4,KLM59M,1
486740,KLM59M,1
4408df,AUA312,1
44022d,AUA312,1
4867c3,KLM59M,1
4841a6,KLM57C,1
44001a,AUA31S,1
484c1b,KLM1909,1
440668,AUA31J,1
484555,KLM57C,1
440669,AUA31S,1
440669,AUA30P,1
44004f,AUA314,1
484131,KLM1905,1
486836,KLM93Z,1
346692,VLG1QH,1
484161,KLM41H,1
48683f,TRA33Q,1
345108,VLG21UU,2
346691,VLG9WB,1
342581,VLG8307,1
484131,KLM87P,1
48663e,TRA34Z,1
344156,VLG8WR,1
344156,VLG15GH,1
4867eb,TRA33Q,1
345108,VLG8WR,2
345108,VLG15GH,2
485a33,KLM71Z,1
485a33,KLM41H,1
345248,VLG1QH,2
345398,VLG8307,1
4867c2,KLM93Z,1
484161,KLM87P,1
344697,VLG71QP,1
486740,KLM93Z,2
348206,VLG1QH,1
484555,KLM87P,1
4867eb,TRA34Z,1
3451d5,VLG8WR,1
3451d5,VLG15GH,1
484133,KLM71Z,2
34744c,VLG9WB,1
48415f,KLM87P,1
485a32,KLM41H,1
344691,VLG15GH,1
4868b9,TRA34Z,1
486741,KLM93Z,1
346090,VLG71QP,1
4853d4,TRA34Z,1
34535a,VLG8307,1
06a1ec,QTR8815,1
346692,VLG9WB,1
484131,KLM71Z,1
48415f,KLM41H,1
484556,KLM87P,1
347696,VLG21UU,1
342581,VLG1QH,1
48520b,TRA5135,1
484133,KLM69C,1
346184,VLG8307,1
346184,VLG8315,1
484ee5,KLM41H,1
345645,VLG71QP,1
3444d1,VLG1QH,1
4866de,TRA33Q,1
4867c1,KLM93Z,1
484160,KLM87P,1
347696,VLG8WR,1
347696,VLG15GH,1
345359,VLG1QH,1
48415e,KLM71Z,1
484cb4,KLM69C,1
491311,NJE621T,1
4867c0,KLM93Z,1
484130,KLM87P,1
345645,VLG8WR,1
345645,VLG15GH,1
485061,TRA5135,1
3444cf,VLG21UU,1
3444cf,VLG71QP,1
344158,VLG8307,1
502d95,BTI79E,1
502ce3,BTI6RZ,1
502da9,BTI62D,1
502d0f,BTI6RZ,1
502d0e,BTI62D,3
502cc7,BTI79E,2
502d3f,BTI6RZ,1
502d0e,BTI6RZ,1
502d28,BTI62D,1
502d0e,BTI79E,1
502d5e,BTI6RZ,1
502d95,BTI6RZ,1
502d5a,BTI62D,1
502d7d,BTI79E,1
461f63,FIN2EG,1
461fa5,FIN9AD,1
486740,KLM69H,1
486651,KLM23N,1
4867c1,KLM89E,1
461f6d,FIN2EG,1
4867c3,KLM69H,2
461f50,FIN9AD,1
486651,KLM89E,2
4867c3,KLM23N,1
461fa8,FIN9AD,1
486897,KLM69H,1
461f6e,FIN2EG,1
4867c2,KLM23N,1
461fa8,FIN2EG,1
486742,KLM89E,1
461f49,FIN9AD,1
486741,KLM89E,1
461fa2,FIN9AD,1
4867c1,KLM69H,1
461f9d,FIN2EG,1
486897,KLM23N,1
486651,KLM69H,1
486741,KLM23N,1
461fa3,FIN9AD,1
461f9a,FIN2EG,2
461fa7,FIN9AD,1
485a33,KLM69H,1
4867c4,KLM89E,1
4867c4,KLM23N,1
4d21db,KMM395,1
4d21a2,KMM395,2
4d24ba,KMM395,2
4d22ab,KMM395,1
485e2d,KLM9859,1
4d2038,KMM395,1
398572,AFR1797,7
398572,AFR1795,5
48418b,KLM49E,1
398560,KLM1435,5
4867c1,KLM49E,1
486836,KLM49E,2
398572,AFR9371,1
486741,KLM49E,1
484133,KLM49E,1
4d2103,AXY869J,1
485a34,KLM49E,1
39856d,KLM1435,1
39d30a,TVF12GR,1
39de40,TVF12GR,1
3964f3,TVF12GR,1
485209,TRA60J,1
39de4d,TVF12GR,1
3964f8,TVF12GR,1
495149,TAP675,1
484557,KLM97N,1
4952cd,TAP669,2
485a35,KLM1579,2
49530c,TAP67U,1
49530b,TAP67U,1
4854cb,TRA95L,1
484fdf,KLM97N,2
4952ce,TAP669,1
484557,KLM1771,2
486742,KLM29G,1
484cb4,KLM67B,1
484fdf,KLM1779,1
494141,NJE068N,1
484132,KLM27F,1
4867c1,KLM1775,1
484f18,KLM1775,1
485a33,KLM67B,1
484ee4,KLM1771,2
486651,KLM29G,2
484556,KLM1779,1
484166,KLM1775,2
3cc1be,EFD5R,4
4867c2,KLM29G,1
484555,KLM1779,1
484130,KLM67B,1
484ee4,KLM27F,1
485a32,KLM27F,1
485a32,KLM67B,1
486836,KLM29G,1
484162,KLM1771,1
484b8f,KLM1779,2
486898,KLM29G,1
484130,KLM27F,2
484131,KLM1775,1
48418c,KLM67B,1
48455d,KLM1775,1
3cd8b8,QGA01A,3
486740,KLM29G,1
484cb7,KLM67B,1
484cb7,KLM1771,1
485a34,KLM67B,1
484165,KLM1771,1
484559,KLM27F,1
485206,KLM1667,2
486804,KLM57B,1
4864ef,KLM57B,1
4864ee,KLM45K,1
485871,KLM1667,1
4855d0,KLM45K,1
484162,KLM57B,1
484c51,KLM1667,1
486484,KLM45K,1
48415e,KLM57B,1
484b31,KLM1667,1
484165,KLM57B,1
484c1b,KLM45K,1
486495,KLM45K,1
485875,KLM1667,1
484160,KLM57B,1
486802,KLM45K,1
484c24,KLM1667,1
484555,KLM57B,1
484cc3,KLM15H,1
484c54,KLM1307,1
485873,KLM59J,1
4864ec,KLM1303,2
4864ee,KLM1307,1
485814,KLM59J,1
4855d0,KLM1307,1
4852f4,KLM59J,1
4864ef,KLM1303,1
484c50,KLM59J,1
486492,KLM1307,1
486800,KLM1303,1
485778,KLM1307,1
4867ec,TRA70Y,1
484c59,TRA5361,1
4867ec,TRA3Q,1
48663e,TRA70Y,1
4867b0,TRA3Q,1
e4a3c2,PSLJA,2
484506,TRA31U,1
4868e2,TRA3Q,1
4868b9,TRA31U,1
4868ba,TRA3Q,1
4854cb,TRA3Q,1
4868e2,TRA31U,1
484f80,KLM35U,1
3c1aeb,KLM71F,3
3c1459,KLM25X,3
3c01c3,KLM59F,2
3c5db0,KLM25X,1
485876,KLM35U,1
3c01c3,KLM71F,2
493290,NJE3HZ,2
4853f4,KLM35U,1
3c1aeb,KLM59F,1
48548c,KLM35U,1
3c5db0,KLM59F,2
485064,KLM35U,1
3c5db0,KLM71F,2
484bd1,KLM25X,1
485779,KLM35U,1
484cc3,KLM35U,1
484c51,KLM25X,1
3c6d43,KLM59F,1
484c51,KLM1791,1
484cc2,KLM1793,1
484bd1,KLM1787,1
4855d2,KLM1793,1
48548c,KLM1791,1
485814,KLM1791,1
485875,KLM1793,1
484cc3,KLM1787,1
485873,KLM1793,1
485873,KLM1791,1
48548e,KLM1787,2
4853f4,KLM1793,1
48548d,KLM1791,1
4852f5,KLM1791,1
48548e,KLM1793,1
48548c,KLM1787,1
48548e,KLM1791,1
484b32,KLM1787,1
4852f5,KLM1793,1
398561,KLM97J,2
398561,KLM81Y,2
398560,KLM1423,5
398564,KLM97J,2
398564,KLM81Y,3
485206,KLM1423,1
398569,KLM97J,2
398569,KLM81Y,2
39856d,KLM1423,1
486741,KLM93R,2
484165,KLM85P,1
484132,KLM43R,1
486836,KLM93R,2
484556,KLM85P,2
484557,KLM43R,1
484133,KLM43R,2
486742,KLM93R,1
484166,KLM85P,2
4867c4,KLM93R,1
486897,KLM85P,1
4852f4,KLM1367,1
484131,KLM43R,1
4867c3,KLM43R,1
486741,KLM85P,1
485875,KLM1367,1
486740,KLM93R,1
48683e,TRA8T,1
4867ec,TRA8T,1
4866ee,TRA50V,1
48683f,TRA50V,1
4868e2,TRA50V,1
48597d,TRA8T,1
486803,KLM55A,1
486494,KLM55A,1
48548d,KLM55F,1
501c38,CTN4AS,1
4864ea,KLM55A,1
4855d2,KLM55F,1
485779,KLM55F,1
48607f,MMD3280,2
4853d4,TRA65Q,2
48520c,TRA65Q,1
4853d4,TRA65U,1
4854cb,TRA91N,2
484c9b,TRA91N,1
48597e,TRA65Q,2
4854cf,TRA65U,1
4854cf,TRA91N,1
3cd2d3,SCR744,10
44001a,AUA322,1
494117,NJE428B,1
4854c7,TRA91N,1
440cbd,FTY14,3
484b2a,TRA65U,1
48520b,TRA6X,1
46aa42,RJB301,3
4855d2,KLM21M,1
4853f4,KLM21M,1
484c1b,KLM55Z,1
484cc3,KLM21M,1
4852f6,KLM21M,1
48548c,KLM55Z,1
484b32,KLM21M,2
484b32,KLM55Z,1
484cc3,KLM55Z,1
4855d2,KLM37M,1
484bd1,KLM37M,1
484c54,KLM37M,1
48548d,KLM37M,1
485873,KLM37M,1
4852f6,KLM37M,2
485a86,TFL5HB,1
485a84,TFL5HB,1
3ccd59,PTN39T,1
3d7e6e,DFUDA,3
4853f4,KLM43V,3
484c51,KLM43V,1
484b32,KLM43V,1
48548d,KLM43V,1
4852f4,KLM43V,1
486494,KLM35C,1
486953,KLM27U,1
4863db,KLM27U,1
486492,KLM1659,1
4864ea,KLM27U,2
484f80,KLM63V,1
486803,KLM1659,1
486953,KLM35C,1
486484,KLM27U,1
486494,KLM27U,1
4863db,KLM1659,1
43ea0d,MSEVN,2
486483,KLM35C,1
486800,KLM1659,1
4864ee,KLM35C,2
486800,KLM27U,1
4d243c,VJT451,2
46b82a,AEE2AD,2
484fde,KLM31C,1
4868b9,TRA85N,1
4868b9,TRA78N,1
46b82d,AEE2AD,1
46a5e1,SEH791,1
485a32,KLM63U,1
485a32,KLM31C,1
484b2a,TRA85N,1
48418a,KLM31C,2
484fdf,KLM67E,1
46b828,AEE2AD,1
4866e0,TRA78N,1
484557,KLM31C,1
48455d,KLM63U,1
4866e0,TRA85N,1
46dca2,SEH791,1
3e4af1,DITOR,6
484ac1,ZXP25,4
484a92,ZXP02,5
486840,TRA5623,1
44034b,EJU7895,1
484506,TRA5625,1
48597e,TRA2P,1
44056b,EJU7895,1
448463,OOACC,10
486840,TRA5625,1
484186,TRA56M,1
48597e,TRA76H,1
48663e,TRA76M,1
485873,KLM95L,1
485209,TRA56M,1
48e9d7,HEY02P,1
394f03,NAK378,1
a0675d,N125ME,2
4d0240,FYL23AC,1
449683,JAF4JV,3
49328c,NJE848F,1
4d0242,FYL59VC,1
44bf33,OOOYS,2
3c56eb,EWG89Y,3
3c55c2,EWG89Y,2
3c49ce,EWG5593,1
3c7878,CFG9325,2
3c56f6,EWG5595,1
3c56eb,EWG5595,1
3c7889,NGN617,1
3c5099,NGN657,1
48e899,ENT5SM,1
471a79,HAKAR,10
500235,T7TDL,1
3d3616,DESSS,3
45b870,SUS1446,4
45b86a,SUS1331,4
3e25ba,DIFMG,2
4a5022,YRTAB,1
a379fd,N323FL,2
3d4a12,DFAHM,2
3d6662,DFLAG,2
3d7e93,DFUEL,2
a3bb5d,N34ED,11
3e23c7,DIETB,2
3e28e4,DIGRK,4
39c901,SAMU13,7
4d02c0,LXGCA,5
4a2aac,DNA403,1
44005e,OEAFW,1
440084,C33,16
4404fb,OEXBU,2
5082b4,URATB,1
348311,ECOMT,6
3ddd3b,DHEAL,5
4aca6e,SAS69B,3
4ca88c,RYR3TT,1
48c1a5,RYR3TT,1
4aca73,SAS69B,2
4d244c,RYR3TT,1
4aca12,NSZ3563,1
48c22e,RYR3TT,1
48c125,RYR3TT,1
48c134,RYR2763,1
48c134,RYR3TT,1
4cad54,RYR3TT,1
47a0bf,NOZ940,1
4aca78,SAS69B,1
4d207c,RYR78UL,1
4cadf2,RYR45FG,1
4ca621,RYR45FG,1
4d2217,RYR45FG,1
4cae49,RYR45FG,1
4caf27,RYR78UL,1
4d2236,RYR45FG,1
4caf35,RYR45FG,1
4cae54,RYR45FG,1
3c65ce,DLH2VR,1
3c66a9,DLH6HW,1
3c66a3,DLH2VR,1
3c6750,DLH6HW,1
3c66a3,DLH6HW,2
3c66a6,DLH2VR,1
3c65ce,DLH6HW,1
3c66a8,DLH2VR,1
3c6757,DLH6HW,1
3c66ad,DLH2VR,1
3c66a5,DLH6HW,1
484966,KLM78B,2
3c6d43,KLM20J,6
440c35,EJU51DK,1
484f06,KLM78B,1
486803,KLM1322,1
4864ec,KLM40E,1
4864ed,KLM40E,1
4864ee,KLM1322,2
484cb7,KLM78B,1
486802,KLM1322,2
486495,KLM40E,1
44034b,EJU51DK,1
48548c,KLM40E,1
484b8f,KLM78B,1
486802,KLM1330,1
4868a6,KLM78B,1
4864ea,KLM1322,1
485873,KLM1330,1
485778,KLM40E,1
4cae9d,RYR76AA,1
4cae98,RYR76AA,1
4cae90,RYR76AA,1
4d2382,RYR76AA,1
4cade4,RYR76AA,1
4d24ea,RYR34MH,1
471f41,WZZ1MB,1
4cae66,RYR34MH,1
48c2a3,RYR34MH,1
4d2349,RYR34MH,1
471d5a,WZZ1MB,1
4cae6a,RYR34MH,1
48d000,JDI22R,1
471d66,WZZ1MB,1
4d2386,RYR5CM,1
4cae4b,RYR28YF,1
4cac87,RYR28YF,2
4cae6c,RYR4WW,1
4cae6c,RYR28YF,1
4cac54,RYR28YF,1
48c134,RYR5CM,1
4d2234,RYR5CM,1
48c2a8,RYR2CN,1
48c2b0,RYR28YF,1
4cae9b,RYR28YF,1
48c2a8,RYR4WW,1
4d2386,RYR62NE,1
4d2234,RYR62NE,1
48c2b3,RYR62NE,1
4cae90,RYR3699,1
48c2a2,RYR62NE,1
4d2233,RYR62NE,2
4d2233,RYR3699,1
488182,AMQ14C,5
48c2a8,RYR15JK,1
48c12b,RYR601T,1
4d24ca,RYR15JK,1
